,2,3,5,6,7,8,9,10,12,13,14,15,16,17,18,20,21,22,23,25,26,27,28,29,30,31,32,33,34,35
0,-0.016176175812597792,-0.04734632770397919,0.026993931204411344,0.027678360165445025,0.0008790290614835937,0.0473261618764119,-0.003142224839372535,-0.013318181611394093,-0.0033618070098420847,-0.028088371512910455,-0.038969028528585664,0.006100776345792166,0.014173184043873781,-0.022730903434582693,0.08119894407665687,-0.01838522939578607,0.09501691227152477,0.00134765801087365,0.15116725384779775,0.026607688092044418,0.022187302996273812,0.029048530412855947,0.025836953239754275,-0.02523145884258174,-0.011453677492232098,-0.03685181967822884,-0.003185105031374029,-0.00952321694330331,0.0016649677021262912,0.0192118088981822
1,0.004808144220362733,-0.045463850328602104,-0.023548749681679065,-0.0035277614820464626,-0.0072349296569497274,0.011040618384680694,-0.005341611443147651,-0.003653432927768713,-0.01090683057840532,0.0038001517803196326,-0.020147340843864343,0.007415751461219038,-0.00622122580159348,0.023916274253343774,-0.017972064262879818,0.015837294438554972,0.05496063862076844,0.03372686049304834,-0.003367496574322343,-0.005282789665337282,-0.005226572279584823,0.022035118184904064,-0.04915189819224641,-0.03627129845823783,-0.01287083985082413,0.00636493186929859,0.016617330999038993,-0.025547195401342638,-7.851700415889317e-05,0.05885698389898005
2,0.04716295329799948,0.03489884872841473,-0.023370715996494148,-0.014017531903592414,-0.015196099025241383,-0.0007064934473302135,-0.025486488669956266,-0.021706722149791052,-0.025935836273235476,0.012919704935896935,-0.03607518253427587,0.0010550728608416213,-0.020005334673173683,-0.007802465667046391,-0.014583703261047019,-0.006762091012450851,0.01618376997556089,0.011845114852065115,0.002304555653445189,-0.004119471026213351,-0.030549624828037397,-0.021174478056623168,0.0016170790896180615,0.04567355975661256,0.03080277646032048,0.05948337651306394,0.04385348074138057,-0.00505057807267635,-0.021628949879717387,-0.01905427586017924
3,-0.0008995882183492925,-0.03379698017885617,-0.011744494979035496,-0.018650710002833013,-0.034163454866821624,0.0536235976089419,-0.022249409083979377,-0.008218407712227049,-0.010303402331819624,-0.01852387913748772,0.03259672965483598,0.10238163439250725,0.012431675028166613,-0.0028296107404915177,-0.02320946767652871,0.035372730066737086,0.0014798611311304692,0.018624354492780264,0.006307582402710411,0.02973436664762089,-0.015011670959040303,0.004382455825052349,-0.027575079547263553,0.014176600839555405,0.002177731311879762,-0.014604192386669481,-0.0018037408977367084,0.0024426755806969524,0.00829750168944448,-0.02727501398332944
4,0.06494942247347206,-0.0232326087532831,0.02366136541586287,-0.03975302679864073,-0.012449903339234025,0.023044659980796182,-0.017917511792476068,-0.034215601905551556,0.09600080630429562,0.02775978078555928,-0.0163837646599329,-0.041566782453008315,-0.021185960872311352,0.011339819756330303,-0.03566956284343954,0.08939152420559818,0.007332907231613873,0.014499320585731435,-0.0006420086960716038,0.03152021912214314,-0.014621553315678803,0.015882290862077347,-0.020547297311001092,0.004974837648101222,0.01839950759273878,-0.02756215844071994,0.07775462828445778,-0.011976773867922346,-0.006521299567072662,0.006782746059574494
5,-0.02310452111988553,0.005222779049431748,0.028352805911826956,0.002624077527099082,0.07787673630850128,-0.012195170089696596,-7.909891980035846e-05,-0.0044840144226347455,0.025038127512772807,-0.019340404620414933,-0.03835871142013487,-0.023127604536077154,0.04870336254175548,0.00685746035153388,-0.018030827211677636,0.010812868923781856,-0.03024444896631257,0.036773133619546684,0.021491462603876684,0.022820442204100403,0.010653502914791068,-0.027820670945292857,-0.04290201047620083,-0.019510409342234386,0.024650388317883794,-0.03520193158258865,-0.027068565616162443,-0.017876520117528296,-0.013757556732858672,-0.009556233205725611
6,0.01779884988165606,-0.005362808743862242,0.02135353727534408,0.028821036726521487,-0.012058685567331038,-0.009014688324209614,-0.030136462418545625,-0.02113271681575344,-0.006756348784525045,0.0960397852596409,-0.005663874719840904,0.023423326296137734,-0.026621298789410216,-0.03677476404103571,-0.01253638632643462,-0.012404132687661265,0.010728063563797794,0.024463234198454337,-0.021061007763047652,-0.00026436230613736093,0.006179857874758413,-0.01965370497347763,0.04570303154130712,-0.006560259076877666,-0.030340995177893258,-0.012123030115862559,-0.01516800809314293,-0.022556004279396167,0.021583544288556574,-0.02376875464075113
7,-0.03420728463207281,0.004668951683514393,0.03586015084242729,-0.0014732220885171536,0.05859964624712364,-0.010804592800267954,-0.036594317999975576,-0.029013531844589862,-0.01749969879519679,0.017825920797748078,0.0029888268107072734,-0.02650286546238141,-0.013870831473416298,0.013846096387202137,0.020949588617305684,-0.019020974484060264,-0.024420015801334675,0.013460742571130738,-0.004432143206756481,-0.013319804624100783,-0.009530947183496286,-0.02960813210743071,-0.01373582463331634,-0.007214752054636003,-0.010183555387760322,-0.031331461850379334,0.013802350129248917,-0.013969327031181696,-0.015164931166275725,-0.00781993437223986
8,0.014281212102938179,-0.015869705334138482,0.002030299964026903,0.07323113648903563,0.0692498558243609,-0.024057481852426982,0.0013607858184291782,-0.018064545067384936,-0.008808752125198948,0.012210395150888105,0.048645633251928055,0.019918141044054222,0.03177616112343547,-0.023078193922179205,0.03078298622948213,0.0005358893109748648,-0.03382180589744675,-0.022118139688741514,-0.005245691615171658,0.006958912832077236,-0.009472730128764444,-0.02655245064874019,-0.007984222824953804,0.0004876315460510847,-0.022802477275416958,-0.029321066896236914,-0.006588878328162095,0.01076611394776045,-0.02958629220574828,0.010401983849099409
9,-0.02747920621035502,0.01576575208161127,-0.024930615276950282,-0.040618348131897866,0.042829028404710395,-0.005798583666222328,-0.01569827395308842,-0.027514368756112503,-0.025272242472639154,0.0028998022312804843,-0.008453609786485641,-0.006845622812435619,-0.024233389295883496,0.05551297753808588,0.004005944990939578,-0.016343382946696926,-0.028710054341635746,-0.021388479951763843,0.002667273554876942,-0.005885292359551405,-0.003012985733137199,0.0002776108256762945,0.01231408198088183,-0.0298453362426526,0.04869399328732312,-0.016723018316520854,0.0005776581282585427,-0.0026527811663532045,-0.020479416996668835,-0.007658709181228176
10,-0.007052792332710764,-0.013398830569111356,0.020655947875500447,0.017746690081930635,0.004332794112383301,0.03722106104679473,-0.0038316663978222205,0.0026583318531283847,-0.020614351885038473,-0.02732734924313016,-0.041542249207268594,0.047390798809262655,-0.01642031210033815,0.010836446244191618,0.008342269562397362,-0.008257775196850038,0.0005048943271615409,-0.024227811817481956,0.028136021237184262,-0.0030348632581138294,-0.035222210187274484,-0.007196145036542107,0.07344528637956292,0.014563983067043984,-0.0069538705670124075,-0.007868268238447976,0.054732236084437495,-0.016486602651659483,-0.023885567827181285,0.004543165409237334
11,-0.007902957240697124,-0.018023328263536243,0.06402136531682197,-0.0036157104630432165,-0.0037417379800473495,0.014261293147015287,-0.02899763997490392,-0.0067321823694002384,-0.018045333453753146,-0.01837083446045983,-0.006420307303928661,0.011637367469871136,0.031771164572193575,-0.0012020862657519066,-0.023306684050200404,-0.028307850942289214,0.045598217441962755,-0.006735679196312095,-0.015507921117909452,-0.0019658809833091755,-0.02749510165539255,0.008481417333027968,0.06663205343523053,0.051126733240126725,0.049747892707746114,-0.0171375660975504,0.01914403359374607,0.02091725512074915,0.0025755841127581424,-0.02417645705382342
12,0.07149368065880042,0.07040281183037049,0.030924086402270415,0.0045144845237467856,-0.0030136153648919754,-0.024856945500794807,-0.002861604981118354,0.0021954190140663524,0.0012024304779115688,-0.0023345152590173073,0.001798609145044282,-0.012212178402032498,-0.001313030751378405,0.009239414380671886,-0.02255928724823138,-0.0037266395233285514,-0.00907594483510156,-0.012724762837704646,0.03152711575431657,-0.034940096976391305,-0.013628070035970486,-0.019343730452416996,0.011524068067184066,0.00011957332043043264,0.016868277473919977,0.03123682768076128,0.040802170002413145,-0.019483795860886336,-0.03383993151195289,0.003882619848465748
13,0.10380634021652739,-0.024865904886833264,0.0424887623997407,0.03161597744746016,0.0283556142610389,0.2883597196923702,-0.02109106977972453,0.22874273053038002,-0.012907308069825566,0.018365150975829008,0.006720689975277365,0.012278004461405227,-0.012738076993017438,0.15154078645285446,0.018176393079889504,0.03928657445271737,-0.01052775503819434,-0.037477895642927396,0.0654834584519315,0.02141383102690511,0.006947645000400602,0.059211440256223734,0.17756335832323838,-0.013276707838757331,-0.01079468496438428,0.12102919213776347,0.08445516975080909,0.010419088200641871,-0.011348092555250298,0.022551865564852055
14,0.3007817505317314,0.12116188396255223,-0.026671957620211094,0.07197763562373932,0.016409282565674442,0.25674981144984343,0.0007312973058924367,0.04344102201860525,-0.029607356909737627,0.03422257830712971,-0.007233615090572887,0.06452885306549144,-0.021321668527271857,0.11052350230934938,0.2269215026356097,0.09231403683638106,-0.018939206994413548,0.12159194559253736,0.025382109792153277,0.09024664938631222,0.11869325136202753,0.00573897510423581,0.014207724993965557,0.044826914707095,0.09835032938447635,0.07891006025328284,0.008958054521923633,0.05673518652923845,0.14404430361819567,0.0602770267073533
